progress;finished;duration;experience;oss_experience;repo_name;PR_amount;role;role_text;job;is_daily_job;testing;test_kind;test_kind_text;test_coverage_kind;test_coverage_kind_text;code_coverage_aware;code_coverage_amount;code_coverage_location;test_tooling;PR_comments;PR_comments_kind;PR_comments_count_tests;PR_comments_count_code_quality;PR_comments_count_defect;PR_comments_kind_other;reviewers;CR_checklist;CR_checklist_location;PR_checks;PR_checks_type;PR_checks_type_other;how_CR_helps;use_asats;asats_name;gha_or_apps;gha_type;which_app;CI_workflows;CI_configuration;CI_when_how_check;CI_situation;any_bots;which_bots;newcomer_guidelines;building_guidelines;quote_consent;archive_consent;job_academia;job_industry;job_oss;job_other;test_kind_unit;test_kind_integration;test_kind_validation;test_kind_system;test_kind_other;tc_kind_line;tc_kind_branch;tc_kind_mutation;tc_kind_other
100.0;TRUE;15749;10 years and more;3 to 6 years ago;chamilo/chamilo-lms;Less than 10;Source code contributor;;Industry;Yes;Yes;Unit testing,Integration testing;;Statement/Line coverage;;Yes, I know. (Please specify in the text box below);;;phpunit / selenium;some;Tests,Code quality or maintainability defects,Functional defects;;;;;2;Yes (Please provide a link to it in the text box below):;;Yes;Code coverage reports;;;Yes;;No.;;;No we don't configure our CI workflows on GitHub.;;;;No.;;;;;;FALSE;TRUE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE
100.0;TRUE;519;7 to 10 years;3 to 6 years ago;TruncatedDinosour/blog.ari-web.xyz;10 to 50;Source code contributor;;Open Source Software,Other;Yes;No;;;;;;;;;none;Other (Please specify the subject and number of comments in the text box below);;;;content;More than 2;No.;;No.;;;helps me find annoying bugs before i push to the main branch;Yes;;No.;;;Yes.;its done automatically by netlify;using the netlify badge;helped me build the side, although on other projects it helps me to test my application features;No.;;no;no;Yes;Yes;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
100.0;TRUE;813;10 years and more;10 years ago or more;armbian/build;More than 100;Maintainer / Integrator / Project (co-)owner / Tech lead (Please specify in the text box below);;Open Source Software;Yes;Yes;Integration testing,System testing;;;;;;;;hundreds;Code quality or maintainability defects,Functional defects;;;;;More than 2;Yes (Please provide a link to it in the text box below):;https://github.com/armbian/build/blob/main/CONTRIBUTING.md;Yes;Code quality warnings,Build checks;;Detect problems sooner.;No.;;Yes, both.;releasing, uploading, linter, kernel security check, automatic label, ;Jira for Github;Yes.;Automatise repeated actions.;When I am changing something I suspect could cause troubles in certain areas.;;Yes.;dependabot;https://github.com/armbian/build/blob/main/.github/CODE_OF_CONDUCT.md https://docs.armbian.com/Process_Contribute/;https://github.com/armbian/build/blob/main/CONTRIBUTING.md ;Yes;Yes;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE
100.0;TRUE;564;10 years and more;10 years ago or more;dani-garcia/vaultwarden;Less than 10;Source code contributor;;Other;No;No;;;;;;;;;40;Other (Please specify the subject and number of comments in the text box below);;;;40;More than 2;Not aware of it.;;Yes;Build checks,Test results;;;No.;;Yes, only GitHub Actions.;https://github.com/dani-garcia/vaultwarden/tree/main/.github/workflows;;Yes.;Only project maintainers do.;I see a checkmark or a red X when submitting a PR.;The CI pipeline checks for lint or build issues. ;I don't know.;;No, you ask in discussions.;;Yes;Yes;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
100.0;TRUE;2116;3 to 6 years;1 to 3 years ago;o2sh/onefetch;Less than 10;Source code contributor;;Other;No;Yes;;;;;;;;;2;Other (Please specify the subject and number of comments in the text box below);;;;wiki details, 2;2;No.;;No.;;;It betters my understanding of the language, best practices and integrating with the project's style;I don't know.;;Yes, only GitHub Actions.;"'- Close Stale Issues and PRs
- Wiki Update";;Yes.;;;;;;https://github.com/o2sh/onefetch/blob/main/CONTRIBUTING.md;;Yes;Yes;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
100.0;TRUE;245;3 to 6 years;1 to 3 years ago;minghuaw/fe2o3-amqp;Less than 10;Maintainer / Integrator / Project (co-)owner / Tech lead (Please specify in the text box below);;Academia;No;No;;;;;;;;;On average 4 to 6;Functional defects;;;5;;1;No.;;No.;;;;No.;;No.;;;We don't have CI workflows.;;;;No.;;;;Yes;Yes;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
100.0;TRUE;602;10 years and more;10 years ago or more;logisim-evolution/logisim-evolution;Less than 10;Source code contributor;;Academia;No;Yes;Unit testing;;Other (Please specify in the text box below);none;No, this information is not on the GitHub page of the project.;;;JUnit;10;Code quality or maintainability defects;;10;;;More than 2;Not aware of it.;;Yes;Code quality warnings,Build checks;;maintain standards, reenforce project goals;No.;;I don't know.;;;Yes.;no idea;email;"reminded me of related changes that were needed
informed me of coding standards";I don't know.;;https://github.com/logisim-evolution/logisim-evolution/blob/master/docs/developers.md;https://github.com/logisim-evolution/logisim-evolution/blob/master/docs/developers.md;Yes;Yes;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE
100.0;TRUE;775;10 years and more;10 years ago or more;KjellKod/g3log;Less than 10;Maintainer / Integrator / Project (co-)owner / Tech lead (Please specify in the text box below);;Industry;No;Yes;Unit testing,System testing;;Other (Please specify in the text box below);only local code coverage checks. Unfortunately the codecov.io through github actions requires read access to private repos and thus makes it security wise unsafe to use. ;No, this information is not on the GitHub page of the project.;;;gtest;2;Tests,Other (Please specify the subject and number of comments in the text box below);;;;praise;1;Yes (Please provide a link to it in the text box below):;;Yes;Build checks,Test results;;it's vital to sanity check for avoiding complexity issues, platform pitfalls and plain unwanted solutions;Yes;;Yes, only GitHub Actions.;;;Yes.;1;every pull request;verifying community contributions and also my own contributions;No.;;;;Yes;Yes;FALSE;TRUE;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE
100.0;TRUE;513;3 to 6 years;1 to 3 years ago;pygments/pygments;10 to 50;Maintainer / Integrator / Project (co-)owner / Tech lead (Please specify in the text box below);;Open Source Software;No;Yes;Unit testing;;;;No, this information is not on the GitHub page of the project.;;;pytest, with a custom plugin for testing Pygments lexers against expected output;22;Functional defects;;;;;2;Yes (Please provide a link to it in the text box below):;https://github.com/pygments/pygments/blob/master/Contributing.md#contribution-checklist;Yes;Test results;;;No.;;Yes, only GitHub Actions.;"actions/checkout@v3
actions/setup-python@v4";;Yes.;Through config files in .github/workflows;On every PR;They catch common mistakes, such as forgetting to regenerate autogenerated files that must stay up-to-date, and make sure the contributor really paid attention to the tests.;No.;;https://github.com/pygments/pygments/blob/master/Contributing.md;;Yes;Yes;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
100.0;TRUE;365;10 years and more;10 years ago or more;percona/dbaas-operator;10 to 50;Maintainer / Integrator / Project (co-)owner / Tech lead (Please specify in the text box below);;Open Source Software;Yes;Yes;Unit testing,Integration testing;;Statement/Line coverage;;Yes, I know. (Please specify in the text box below);40-50%;;go testing, kuttl, codecept.js, playwright;up to 10;Other (Please specify the subject and number of comments in the text box below);;;;Small improvements;More than 2;Yes (Please provide a link to it in the text box below):;;Yes;Code coverage reports,Build checks,Test results;;;Yes;;Yes, both.;;;Yes.;;After opening a pull request;before merging changes I see that they don't break anything;No.;;;yes;Yes;Yes;FALSE;FALSE;TRUE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE
100.0;TRUE;4514;10 years and more;10 years ago or more;bcgit/bc-java;50 to 100;Maintainer / Integrator / Project (co-)owner / Tech lead (Please specify in the text box below);founder;Industry;Yes;Yes;Unit testing,Integration testing,Validation testing;;Statement/Line coverage,Branch coverage;;Yes, I know. (Please specify in the text box below);approx 80%;;junit. jacoco, checkstyle;one or two.;Code quality or maintainability defects;;2;;;1;No.;;No.;;;It reduces mistakes, usually omissions;Yes;;No.;;;No we don't configure our CI workflows on GitHub.;;;We run on multiple JVMs, Not possible for an individual developer to do all the required checks.;No.;;Yes, although it's managed on a case by case basis as we are also trying to address what they are doing, versus what they think they are doing.;no.;Yes;Yes;FALSE;TRUE;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE
100.0;TRUE;229;7 to 10 years;7 to 10 years ago;foonathan/lexy;Less than 10;Maintainer / Integrator / Project (co-)owner / Tech lead (Please specify in the text box below);project owner;Other;No;Yes;Unit testing,Integration testing;;;;No, this information is not on the GitHub page of the project.;;;doctest;3;;;;;;1;No.;;Yes;Build checks,Test results;;;Yes;;Yes, only GitHub Actions.;handwritten actions for building and running tests;;Yes.;;;;No.;;;;Yes;Yes;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
100.0;TRUE;869;7 to 10 years;10 years ago or more;wayfirewm/wayfire-plugins-extra;10 to 50;Maintainer / Integrator / Project (co-)owner / Tech lead (Please specify in the text box below);;Open Source Software,Other;Yes;Yes;Integration testing;;Other (Please specify in the text box below);build and style;No, this information is not on the GitHub page of the project.;;;;5;Code quality or maintainability defects,Other (Please specify the subject and number of comments in the text box below);;;;discussing code placement and behavior;2;No.;;No.;;;It helps me consider user perspectives and wants. It also helps me be more aware of my own code that I write.;No.;;No.;;;Yes.;Manually.;The CI is automatically run for pull requests from users that have already contributed. This includes me as maintainer. The CI sends emails to the associated github email account on CI failure.;The CI helps prevent build failures from being committed to the main repository, so the history is cleaner and easier to bisect, for example. It also enforces code style.;Yes.;IRC bot to relay github information to the IRC channel.;https://github.com/WayfireWM/wayfire/wiki/Contributing https://github.com/WayfireWM/wayfire/blob/master/CONTRIBUTING.md;Yes;Yes;Yes;FALSE;FALSE;TRUE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE
100.0;TRUE;261;10 years and more;7 to 10 years ago;sequel-ace/sequel-ace;Less than 10;Source code contributor;;Industry;No;Yes;Unit testing;;;;No, this information is not on the GitHub page of the project.;;;Xctest;;Code quality or maintainability defects;;;;;2;Not aware of it.;;I'm not aware of it.;;;Yes;Yes;;No.;;;I don't know.;;;;No.;;;Think so;Yes;Yes;FALSE;TRUE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
100.0;TRUE;316;10 years and more;7 to 10 years ago;Torquegameengines/torque3d;Less than 10;Source code contributor;;Industry;No;No;;;;;;;;;5;Code quality or maintainability defects,Functional defects;;1;4;;2;No.;;No.;;;Working with game engines are complex and needs lots of eyes to vet changes. Also to ensure backwards compatibility with developers and maintaining a direction for the project;No.;;No.;;;We don't have CI workflows.;;;;No.;;;;Yes;Yes;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
100.0;TRUE;552;1 to 3 years;1 to 3 years ago;rizinorg/rizin;Less than 10;Source code contributor;;Open Source Software;No;Yes;Unit testing,Integration testing;;Statement/Line coverage,Branch coverage;;No, this information is not on the GitHub page of the project.;;;For unit tests, we have our own minunit test framework for C. For integration tests, again we have our own testing binary, called rz-test. For coverage, we use CodeCov.;Approximately 100;Tests,Code quality or maintainability defects;;;;;More than 2;Yes (Please provide a link to it in the text box below):;https://github.com/rizinorg/rizin/blob/dev/DEVELOPERS.md;Yes;Code coverage reports,Build checks,Test results;;;Yes;;Yes, only GitHub Actions.;We use GitHub actions for building the project and running the tests on various different platforms to make sure that the changes introduced do not break on any machine.;;Yes.;I haven't configured much of the CI workflow for Rizin. But we use the typical YAML files to configure the workflow.;"Opening the ""Checks"" tab on GitHub";Many times. I have worked on stuff which involved some low level POSIX APIs. Getting them to work consistently on all UNIX and BSD platforms was only possible becuase of the CI jobs, which showed me when my tests were failing.;Yes.;stale-bot;https://github.com/rizinorg/rizin/blob/dev/CONTRIBUTING.md;https://github.com/rizinorg/rizin/blob/dev/CONTRIBUTING.md;Yes;Yes;FALSE;FALSE;TRUE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE
100.0;TRUE;578;7 to 10 years;1 to 3 years ago;smithay/smithay;Less than 10;Source code contributor;;Industry;Yes;Yes;Integration testing,Validation testing;;Statement/Line coverage,Branch coverage;;No, but I can find this information somewhere on project's GitHub. (Please specify in the text box below);;20%;;30;Code quality or maintainability defects,Other (Please specify the subject and number of comments in the text box below);;20;;Formatting 10;More than 2;Not aware of it.;;I'm not aware of it.;;;Cleaner and more functional code;I don't know.;;I don't know.;;;Yes.;;;;Yes.;;;;Yes;Yes;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE
100.0;TRUE;414;10 years and more;3 to 6 years ago;Antontelesh/mochawesome-merge;Less than 10;Maintainer / Integrator / Project (co-)owner / Tech lead (Please specify in the text box below);;Industry;No;Yes;Unit testing,Integration testing;;Statement/Line coverage,Branch coverage;;Yes, I know. (Please specify in the text box below);;;Jest;2-5;Code quality or maintainability defects;;;;;1;No.;;Yes;Code coverage reports,Build checks,Test results;;;No.;;No.;;;Yes.;;;;No.;;;;Yes;Yes;FALSE;TRUE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE
100.0;TRUE;691;3 to 6 years;3 to 6 years ago;gofiber/fiber;Less than 10;Source code contributor;;Industry;Yes;Yes;Unit testing,Validation testing;;Statement/Line coverage;;Yes, I know. (Please specify in the text box below);;;;;Other (Please specify the subject and number of comments in the text box below);;;;;More than 2;Not aware of it.;;Yes;Code quality warnings,Code coverage reports,Build checks;;;I don't know.;;I don't know.;;;We don't have CI workflows.;;;;No.;;;;;;FALSE;TRUE;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE
100.0;TRUE;416;10 years and more;10 years ago or more;a11yance/aria-query;Less than 10;Maintainer / Integrator / Project (co-)owner / Tech lead (Please specify in the text box below);;Industry;No;Yes;Unit testing;;Statement/Line coverage;;Yes, I know. (Please specify in the text box below);99%;;Jest, Coveralls;Really depends on the PR, but generally very few, like less than a dozen in a typical case;Code quality or maintainability defects,Other (Please specify the subject and number of comments in the text box below);;;;The purpose of the change, and usually how versioning will work;1;No.;;Yes;Code coverage reports,Build checks,Test results;;;Yes;;Yes, only GitHub Actions.;To tell you the truth, I set this all up a while ago and I've forgotten much of it. I only open up this part of the code once in a year or so.;;Yes.;Via Github Actions;In automation results of the Github PR;I mean, if the tests pass, the change is good. We keep test coverage extremely high so that we're confident that passing tests mean the code is good to go;Yes.;Dependabot;https://github.com/A11yance/aria-query/blob/main/README.md;Not really, there are only a few people who contribute regularly.;Yes;Yes;FALSE;TRUE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE
100.0;TRUE;655;7 to 10 years;1 to 3 years ago;rust-windowing/winit;Less than 10;Source code contributor;;Industry,Open Source Software;No;Yes;;;;;No, this information is not on the GitHub page of the project.;;;Cargo test, GitHub CI;3;Tests;The maintainers wanted information about how to reproduce the issue so that they could verify the fix.;;;;2;Yes (Please provide a link to it in the text box below):;https://github.com/rust-windowing/winit/blob/master/CONTRIBUTING.md;Yes;Build checks,Test results;;;No.;;Yes, only GitHub Actions.;CI formatting and testing actions, which internally depend upon actions/checkout@v2 and hecrj/setup-rust-action@v1;;Yes.;;;;No.;;https://github.com/rust-windowing/winit/blob/master/CONTRIBUTING.md;Yes - they are detailed in the contribution guidelines.;Yes;Yes;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
100.0;TRUE;971;10 years and more;10 years ago or more;wikipathways/wikipathways.github.io;50 to 100;Maintainer / Integrator / Project (co-)owner / Tech lead (Please specify in the text box below);;Academia;Yes;Yes;Unit testing,Integration testing,Validation testing;;;;No, this information is not on the GitHub page of the project.;;;jenkins, libGPML, GH actions and assorted python, Java and bash ;1;Code quality or maintainability defects;;;;;2;No.;;No.;;;Helps with bug detection and helps QC contributors with diverse backgrounds;No.;;Yes, both.;all custom python, java and bash;checkout and commit;Yes.;jenkins and GH Actions;Triggered by merges including particular file types;revealed an edge case where the representation of null in an XML file broke our custom parsing library;Yes.;all custom bots;(in progress) https://github.com/wikipathways/wikipathways-development/;https://github.com/wikipathways/wikipathways.org/blob/master/CONTRIBUTING.md;Yes;Yes;TRUE;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
100.0;TRUE;658;10 years and more;7 to 10 years ago;rust-lang/rust-bindgen;Less than 10;Source code contributor;;Industry;No;Yes;Unit testing,Integration testing;;;;No, this information is not on the GitHub page of the project.;;;cargo test;1;;;;;;2;Yes (Please provide a link to it in the text box below):;https://github.com/rust-lang/rust-bindgen/blob/main/CONTRIBUTING.md;Yes;Code quality warnings,Build checks,Test results;;Code reviewing helps to share knowledge between author and maintainer in both directions. Also, a corpus of robust reviews sets an implied software quality standard that sometimes can be even more valuable than a formalized one.;Yes;;Yes, only GitHub Actions.;"actions/checkout@v3
actions-rs/toolchain@v1
actions-rs/cargo@v1";;Yes.;The workflows were ported from Travis-CI to GitHub workflow syntax by the main maintainer. I have submitted occasional changes, but the scripts are mostly his work.;"Whenever a PR is submitted, I check CI results first; I spend very little or no time reviewing the code if the CI fails, unless there is reason to believe it is failing for a trivial reason such as formatting non-compliance.";CI workflows helped me gain confidence in the validity of my changes on CPU architectures and OSes that I did not have ready access to.;I don't know.;;https://github.com/rust-lang/rust-bindgen/blob/main/CONTRIBUTING.md;https://github.com/rust-lang/rust-bindgen/blob/main/CONTRIBUTING.md;Yes;Yes;FALSE;TRUE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
100.0;TRUE;698;10 years and more;10 years ago or more;sahlberg/libnfs;Less than 10;Maintainer / Integrator / Project (co-)owner / Tech lead (Please specify in the text box below);;Open Source Software;Yes;Yes;Unit testing,Integration testing;;;;Yes, I know. (Please specify in the text box below);maybe ~80%;;custom test applications to validate public API. valgrind, valgrind and error injection;a handful;Other (Please specify the subject and number of comments in the text box below);;;;performance ;0;No.;;Yes;Code quality warnings,Build checks;;It helps me when I review other people pull requests,;Yes;;Yes, only GitHub Actions.;Build on various platforms;;Yes.;.github/workflows;After each push/pull request;Failed to build on windows due to missing includes;No.;;No;No;Yes;Yes;FALSE;FALSE;TRUE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
100.0;TRUE;1514;7 to 10 years;7 to 10 years ago;Homebrew/homebrew-cask-drivers;Less than 10;Source code contributor;;Industry,Other;No;Yes;Unit testing,Integration testing,Other (Please specify in the text box below);Code Style;;;No, this information is not on the GitHub page of the project.;;;GitHub Actions;1;Other (Please specify the subject and number of comments in the text box below);;;;Thanks for the contribution;1;Yes (Please provide a link to it in the text box below):;https://github.com/Homebrew/homebrew-cask-drivers/blob/master/.github/PULL_REQUEST_TEMPLATE.md;Yes;Code quality warnings,Build checks,Test results;;To see whether my changes do not only work on my machine.;No.;;Yes, only GitHub Actions.;Custom;;Yes.;By setting up YAML files in the .github/workflows folder;Via the results shown in GitHub checks after submitting a PR;The CI result showed that there were no issues with my PR and therefore the PR was accepted.;I don't know.;;https://github.com/Homebrew/homebrew-cask-drivers/blob/master/CONTRIBUTING.md;https://github.com/Homebrew/homebrew-cask-drivers/blob/master/CONTRIBUTING.md;Yes;Yes;FALSE;TRUE;FALSE;TRUE;TRUE;TRUE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE
100.0;TRUE;466;3 to 6 years;1 to 3 years ago;irqbalance/irqbalance;Less than 10;Maintainer / Integrator / Project (co-)owner / Tech lead (Please specify in the text box below);;Industry;Yes;No;;;;;;;;;10;Code quality or maintainability defects,Functional defects;;5;5;;2;No.;;No.;;;;No.;;No.;;;We don't have CI workflows.;;;;No.;;no;no;Yes;Yes;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
100.0;TRUE;414;10 years and more;7 to 10 years ago;corazawaf/coraza;10 to 50;Maintainer / Integrator / Project (co-)owner / Tech lead (Please specify in the text box below);;Industry;Yes;Yes;Unit testing,Integration testing;;Statement/Line coverage,Branch coverage;;Yes, I know. (Please specify in the text box below);~80%;;Go testing package;5;Tests,Code quality or maintainability defects;;;;;2;No.;;Yes;Code quality warnings,Code coverage reports,Build checks,Test results;;Improves code quality and therefore user experience;Yes;;Yes, only GitHub Actions.;PR, push checks;;Yes.;Configuring in yaml;Every PR update or merge;Report test failures to prevent merging;Yes.;dependabot;https://github.com/corazawaf/coraza/blob/v3/dev/CONTRIBUTING.md;Yes;Yes;Yes;FALSE;TRUE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE
100.0;TRUE;344;10 years and more;7 to 10 years ago;atejada;10 to 50;Source code contributor;;Industry;Yes;No;;;;;;;;;Enough to make my PR better;Other (Please specify the subject and number of comments in the text box below);;;;Markdown issues and wording;2;No.;;No.;;;Fix wording issues and make things more consistent;Yes;;No.;;;No we don't configure our CI workflows on GitHub.;;;;No.;;Kind of...https://github.com/nylas-samples;Yes;Yes;Yes;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
100.0;TRUE;728;3 to 6 years;1 to 3 years ago;tinygo-org/tinygo;10 to 50;Maintainer / Integrator / Project (co-)owner / Tech lead (Please specify in the text box below);Organization member;Industry;No;Yes;Unit testing,Integration testing,Validation testing,Other (Please specify in the text box below);External Repository Corpus tests;Statement/Line coverage;;No, this information is not on the GitHub page of the project.;;;go;4;Code quality or maintainability defects,Functional defects;;3;1;;More than 2;No.;;Yes;Build checks,Test results,Other (Please specify in the text box below);bootstrapping results;Ensures quality of what is submitted, no matter who submits it since multiple eyes strip the incoming code of misconceptions and bugs on both sides, maintainers and submitter.;Yes;;Yes, only GitHub Actions.;Jobs;;Yes.;I don't know;Did not.;It catches compile/build/test failures on creating the PR which gives submitters immediate feedback on correctness of changes.;No.;;;Yes. https://tinygo.org/docs/guides/contributing/;Yes;Yes;FALSE;TRUE;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE
100.0;TRUE;577;10 years and more;10 years ago or more;cloudwu/skynet;More than 100;Maintainer / Integrator / Project (co-)owner / Tech lead (Please specify in the text box below);;Industry;No;No;;;;;;;;;2;Code quality or maintainability defects;;2;;;1;No.;;No.;;;Improve the code quality.;No.;;No.;;;We don't have CI workflows.;;;none;No.;;no;yes;Yes;Yes;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
100.0;TRUE;1441;10 years and more;10 years ago or more;flame-engine/flame;Less than 10;Source code contributor;;Open Source Software;No;Yes;Unit testing,System testing;;;;No, this information is not on the GitHub page of the project.;;;flutter_test, melos;10;Other (Please specify the subject and number of comments in the text box below);;;;Architecture, questions, grammar mistakes ;1;Yes (Please provide a link to it in the text box below):;https://github.com/flame-engine/flame/blob/main/.github/pull_request_template.md;Yes;Code quality warnings,Build checks,Test results;;It helps to avoid non-obvious errors ;Yes;;I don't know.;;;Yes.;;Automatic check on every push;;I don't know.;;https://github.com/flame-engine/flame/blob/main/CONTRIBUTING.md;https://github.com/flame-engine/flame/blob/main/CONTRIBUTING.md;Yes;Yes;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE
100.0;TRUE;1086;10 years and more;7 to 10 years ago;dexie/Dexie.js;More than 100;Maintainer / Integrator / Project (co-)owner / Tech lead (Please specify in the text box below);Project owner;Industry,Academia,Open Source Software;No;Yes;Unit testing,Integration testing;;;;No, this information is not on the GitHub page of the project.;;;Karma, QUnit, Browserstack, Travis;0;;;;;;0;No.;;No.;;;I often only code review other PRs but does very seldom get my own PRs reviewed by someone else. It is way more common that people try pre-releases and report issues back to me - in which some point out code locations of the issue whilst most people only report the behavior of the issue.;No.;;No.;;;Yes.;Me;Every commit is automatically tested on the full test suite on several browser engines and versions;It's been so many situations over the years. Since the project targets various browser implementations of IndexedDB, and the library can be extended with addons and hooks, so every small modification of the source tends to easily break something for a certain browser version or a certain setup, so the ever extended test suite have been marvellous at finding those things that could break the code for a certain scenario.;Yes.;Dependabot;https://github.com/dexie/Dexie.js/blob/master/CONTRIBUTING.md;Yes;Yes;Yes;TRUE;TRUE;TRUE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
100.0;TRUE;236;10 years and more;10 years ago or more;pantsbuild/pants;10 to 50;Maintainer / Integrator / Project (co-)owner / Tech lead (Please specify in the text box below);;Industry;No;Yes;Unit testing,Integration testing;;;;No, this information is not on the GitHub page of the project.;;;The project is a build system, so it tests itself!;4;Code quality or maintainability defects;;;;;More than 2;Yes (Please provide a link to it in the text box below):;;Yes;Build checks,Test results;;;Yes;;Yes, only GitHub Actions.;Many, but notably setup-python, actions/cache, actions/checkout;;Yes.;With a script that generates the YAML config;Before merging;;Yes.;Dependabot;https://www.pantsbuild.org/docs/development;Yes;Yes;Yes;FALSE;TRUE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
100.0;TRUE;261;10 years and more;10 years ago or more;;Less than 10;Maintainer / Integrator / Project (co-)owner / Tech lead (Please specify in the text box below);Owner;Industry,Open Source Software;Yes;Yes;Unit testing,Integration testing;;Statement/Line coverage,Branch coverage;;No, this information is not on the GitHub page of the project.;;;;3;;;;;;1;No.;;Yes;Build checks,Test results;;;Yes;;No.;;;Yes.;;;;No.;;;;Yes;Yes;FALSE;TRUE;TRUE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE
100.0;TRUE;214;1 to 3 years;1 to 3 years ago;;10 to 50;Source code contributor;;Industry,Open Source Software;Yes;Yes;Validation testing,System testing;;Branch coverage;;Yes, I know. (Please specify in the text box below);;;;;Code quality or maintainability defects;;;;;More than 2;Yes (Please provide a link to it in the text box below):;;Yes;Code quality warnings,Test results;;;No.;;Yes, both.;;;No we don't configure our CI workflows on GitHub.;;;;Yes.;;;;Yes;Yes;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;TRUE;FALSE;FALSE
